rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,country,subjects_offered,year,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_ratio,male_ratio
128.0,Tokyo Institute of Technology,53.7,129.0,58.0,68.0,29.6,335.0,65.3,79.0,56.1,89.0,52.0,292.0,Japan,"Civil Engineering,Sport Science,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,General Engineering,Chemistry,Chemical Engineering,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies,Sociology",2013-01-01,,,,,
128.0,Free University of Berlin,53.7,128.0,53.1,89.0,60.9,143.0,32.8,297.0,56.5,88.0,51.5,296.0,Germany,"Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Biological Sciences,Physics & Astronomy,Law,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Veterinary Science,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Geography,Psychology,Business & Management",2013-01-01,,,,,
130.0,University of Southampton,53.6,132.0,37.9,197.0,77.4,57.0,41.8,188.0,38.9,185.0,79.2,104.0,United Kingdom,"Sociology,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,General Engineering,Accounting & Finance,Communication & Media Studies,Biological Sciences,Geography,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Other Health,Archaeology,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemistry,Computer Science,Education,Psychology,Law",2013-01-01,,,,,
130.0,University of Lausanne,53.6,131.0,33.0,256.0,82.7,42.0,45.8,144.0,44.8,133.0,76.2,122.0,Switzerland,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",2013-01-01,,,,,
130.0,University of Copenhagen,53.6,130.0,42.2,166.0,73.5,73.0,39.7,215.0,40.4,170.0,74.3,131.0,Denmark,"Languages, Literature & Linguistics,Sociology,Chemistry,History, Philosophy & Theology,Law,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Geography,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Archaeology,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Psychology",2013-01-01,,,,,
133.0,University of Geneva,53.5,133.0,36.2,217.0,95.3,3.0,32.4,305.0,42.5,150.0,73.1,142.0,Switzerland,"Politics & International Studies (incl Development Studies),Law,History, Philosophy & Theology,Computer Science,Sociology,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy,Archaeology,Education,Geography,Psychology,Accounting & Finance,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies",2013-01-01,,,,,
134.0,Indiana University,53.2,134.0,48.3,113.0,36.0,290.0,,375.0,44.2,138.0,72.5,146.0,United States,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",2013-01-01,,,,,
134.0,University of Utah,53.2,136.0,43.3,156.0,25.2,368.0,63.3,84.0,41.3,161.0,81.0,91.0,United States,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",2013-01-01,,,,,
134.0,National Taiwan University (NTU),53.2,135.0,56.4,76.0,24.6,371.0,44.0,161.0,65.7,60.0,45.5,344.0,Taiwan,"Civil Engineering,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Other Health,Chemistry,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Architecture,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Sport Science",2013-01-01,,,,,
137.0,Tohoku University,53.1,138.0,57.7,69.0,32.0,317.0,80.7,45.0,55.6,92.0,48.9,318.0,Japan,"Law,Economics & Econometrics,Mechanical & Aerospace Engineering,Veterinary Science,Business & Management,General Engineering,Architecture,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Civil Engineering,History, Philosophy & Theology,Other Health,Sport Science,Computer Science,Sociology,Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Psychology,Accounting & Finance,Archaeology,Education,Politics & International Studies (incl Development Studies),Chemistry,Communication & Media Studies",2013-01-01,,,,,
137.0,Hebrew University of Jerusalem,53.1,137.0,48.8,110.0,50.3,209.0,33.6,289.0,55.8,90.0,57.0,254.0,Israel,"Computer Science,Geography,Physics & Astronomy,Mathematics & Statistics,Veterinary Science,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Law,Sociology,Chemistry,Archaeology,History, Philosophy & Theology,Psychology,Economics & Econometrics,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management",2013-01-01,,,,,
139.0,University of Glasgow,53.0,139.0,37.3,205.0,69.7,88.0,44.1,158.0,40.2,173.0,78.1,108.0,United Kingdom,"Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Law,Economics & Econometrics,General Engineering,Psychology,Medicine & Dentistry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Veterinary Science,Geography,Architecture,Education,Languages, Literature & Linguistics,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Sociology,Chemistry",2013-01-01,,,,,
140.0,Vrije Universiteit Amsterdam,52.9,141.0,40.5,175.0,47.1,235.0,58.5,98.0,45.1,132.0,74.2,132.0,Netherlands,"Architecture,Mathematics & Statistics,Economics & Econometrics,Sociology,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Law,Communication & Media Studies,Computer Science,Chemistry,Education,Accounting & Finance,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Psychology,Agriculture & Forestry,Languages, Literature & Linguistics,Biological Sciences",2013-01-01,,,,,
140.0,KTH Royal Institute of Technology,52.9,140.0,47.5,123.0,86.1,24.0,100.0,5.0,49.7,112.0,49.1,315.0,Sweden,"Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Biological Sciences,Chemical Engineering,Chemistry,Education,Mathematics & Statistics,Physics & Astronomy,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Architecture",2013-01-01,,,,,
142.0,University of Basel,52.8,142.0,37.1,207.0,89.8,9.0,64.2,82.0,23.2,308.0,87.8,59.0,Switzerland,"Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Economics & Econometrics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Archaeology,Chemistry,Accounting & Finance,Education,Communication & Media Studies,Art, Performing Arts & Design,Law,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Physics & Astronomy",2013-01-01,,,,,
142.0,University of Leeds,52.8,143.0,41.5,169.0,66.6,107.0,41.3,194.0,48.6,116.0,65.8,186.0,United Kingdom,"Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Sociology,Architecture,Psychology,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Mathematics & Statistics,Chemistry,Chemical Engineering,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Accounting & Finance,Computer Science,Biological Sciences,Sport Science,Business & Management,Civil Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Geology, Environmental, Earth & Marine Sciences",2013-01-01,,,,,
144.0,University of Freiburg,52.3,144.0,48.3,114.0,54.9,179.0,81.1,44.0,33.0,217.0,72.4,147.0,Germany,"Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry,Geography,Sport Science,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Computer Science,Biological Sciences,Archaeology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Psychology",2013-01-01,,,,,
145.0,Queen Mary University of London,52.1,146.0,33.1,254.0,87.0,19.0,42.7,179.0,30.0,241.0,85.4,66.0,United Kingdom,"Communication & Media Studies,Law,Economics & Econometrics,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,General Engineering,Biological Sciences,Chemistry,Geography,Business & Management,Computer Science,History, Philosophy & Theology,Civil Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Veterinary Science,Other Health,Chemical Engineering",2013-01-01,,,,,
145.0,Lancaster University,52.1,145.0,37.7,199.0,76.2,64.0,31.8,314.0,40.9,164.0,73.2,141.0,United Kingdom,"Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Geography,Medicine & Dentistry,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Physics & Astronomy,Law,Education,Economics & Econometrics,Biological Sciences,Sociology,Sport Science,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Psychology,Computer Science,Chemical Engineering,Business & Management,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Architecture",2013-01-01,,,,,
147.0,Osaka University,52.0,147.0,59.5,65.0,23.6,378.0,69.6,70.0,55.7,91.0,46.4,341.0,Japan,"Medicine & Dentistry,Civil Engineering,Sociology,Art, Performing Arts & Design,Education,Chemistry,Languages, Literature & Linguistics,Sport Science,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Psychology,Accounting & Finance,General Engineering,Geography,Archaeology,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies",2013-01-01,,,,,
148.0,Arizona State University (Tempe),51.9,148.0,38.4,193.0,27.4,357.0,31.8,313.0,45.2,131.0,79.9,100.0,United States,"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",2013-01-01,,,,,
